id,name,price,pages,author_id,publisher_id,content,img,category_id,dayopt,language,description,priority,bookActive,isbn,ratedusers,rating,publishdate,author,publisher,cat,catmodel,taglink_id,tag_id_x,tag_id_y,tag
184,Louise de la Valliere ,0.0,768,42,18,media/epubs/158.epub,media/bookimages/158.jpg,10,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><em style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">Louise de la Vallière</em><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">&nbsp;is the middle section of&nbsp;</span><em style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">The Vicomte de Bragelonne, or, Ten Years After</em><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">. Against a tender love story, Dumas continues the suspense which began with&nbsp;</span><em style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">The Vicomte de Bragelonne</em><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">&nbsp;and will end with&nbsp;</span><em style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">The Man in the Iron Mask</em><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">. Set during the reign of Louis XIV and filled with behind-the-scenes intrigue, the novel brings the aging Musketeers and d'Artagnan out of retirement to face an impending crisis within the royal court of France. This new edition of the classic English translation is richly annotated and places Dumas's invigorating tale in its historical and cultural context.</span><br></p>",5,bookActive,,0,0.0,2001-07-01,Alexandre Dumas,None,"Fiction, Literature & Novels",3month,"[6, 10, 16, 67, 80]","[6, 10, 16, 67, 80]","[6, 10, 16, 67, 80]","['Love stories', 'Historical fiction', 'Adventure stories', 'Romance ', 'History']"
185,The Man in the Iron Mask,0.0,656,42,18,media/epubs/159.epub,media/bookimages/159.jpg,10,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">Introduction and Notes by Keith Wren. The University of Kent at Canterbury The Man in the Iron Mask is the final episode in the cycle of novels featuring Dumas celebrated foursome of D Artagnan, Athos, Porthos, and Aramis, who first appeared in The Three Musketeers. Some thirty-five years on, the bonds of comradeship are under strain as they end up on different sides in a power struggle that may undermine the young Louis XIV and change the face of the French monarchy. In the fast-paced narrative style that was his trademark, Dumas pitches us straight into the action. What is the secret shared by Aramis and Madame de Chevreuse? Why does the Queen Mother fear its revelation? Who is the mysterious prisoner in the Bastille? And what is the nature of the threat he poses? Dumas, the master storyteller, keeps us reading until the climactic scene in the grotto of Locmaria, a fitting conclusion to the epic saga of the Musketeers.</span><br></p>",7,bookActive,,0,0.0,2001-08-01,Alexandre Dumas,None,"Fiction, Literature & Novels",3month,"[10, 16, 67, 85]","[10, 16, 67, 85]","[10, 16, 67, 85]","['Historical fiction', 'Adventure stories', 'Romance ', 'Action']"
186,Moonfleet ,0.0,256,136,18,media/epubs/160.epub,media/bookimages/160.jpg,10,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">""Moonfleet"" (1898) begins as a mystery and an adventure story, a tale of smuggling set among the cliffs, caves, and downs of Dorset. What will be the outcome of the conflict between smugglers and revenue men? And how can the hero, John Trenchard, discover the secret of Colonel John Mohune's treasure? As the book progresses these two interwoven themes resolve themselves into a third and richer one, with the friendship and suffering of both John Trenchard and the craggy, taciturn Elzevir Block. Falkner's feeling for history and for the landscape of his Dorset setting combine with his gift for storytelling to turn ""Moonfleet"" into a historical romance of moving intensity.</span><br></p>",6,bookActive,,0,0.0,2005-01-01,John Meade Falkner,None,"Fiction, Literature & Novels",3month,"[16, 58, 88]","[16, 58, 88]","[16, 58, 88]","['Adventure stories', 'Detective and mystery stories', 'Treasure']"
187,The Pathless Trail ,0.0,344,137,18,media/epubs/161.epub,media/bookimages/161.jpeg,10,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">Three men stood ankle deep in mud on the shore of a jungle river, silently watching a ribbon of smoke drift and dissolve above the somber mass of trees to the northwest. Three men of widely different types they were, yet all cradled in the same far-off northern land. The tallest, lean bodied but broad shouldered, black of hair and gray of eye, held himself in soldierly fashion and gazed unmoved. His two mates—one stocky, red faced and red headed; the other slender, bronzed and blond—betrayed their thoughts in their blue eyes. The red man squinted quizzically at the smoke feather as if it mattered little to him where he was. The blond watched it with the wistfulness of one who sees the last sign of his own world fade out. Behind them, at a respectful distance, a number of swarthy individuals of both sexes in nondescript garments smoked and stared at the trio with the interest always accorded strangers by the dwellers of the Out Places. They eyed the uncompromising back of the tall one, the easy lounge of the red one, the thoughtful attitude of the light one. The copper-faced men peered at the rifles hanging in the right hands of the newcomers, their knee boots, khaki clothing, and wide hats. The women let their eyes rove over the boxes and bundles reposing in the mud beside the three. ""Ingles?"" hazarded a woman, speaking through the stem of the black pipe clutched in her filed teeth. ""Notre-Americano,"" asserted a man, nodding toward the broad hats. ""Englishmen would wear the round helmets of pith."" ""Mercadores? Traders?"" suggested the woman, hopefully running an eye again over the bundles. ""Exploradores,"" the man corrected. ""Explorers of the bush. Have you no eyes? Do you not see the guns and high boots?"" The woman subsided. The others continued what seemed to be their only occupation—smoking. The smoke streamer in the north vanished. As if moved by the same impulse, the three strangers turned their heads and looked south-westward, upriver. The red-haired man spoke. ""So we've lit at last, as the feller said when him and his airyplane landed in a sewer. Faith, I dunno but he was better off than us, at that—he wasn't two thousand miles from nowheres like we are. The steamer's gone, and us three pore li'l' boys are left a long ways from home.""</span><br></p>",8,bookActive,,0,0.0,2009-10-24,Arthur O. Friel,None,"Fiction, Literature & Novels",3month,"[16, 18, 85]","[16, 18, 85]","[16, 18, 85]","['Adventure stories', 'Fantasy fiction', 'Action']"
188,King Solomon's Mines,0.0,304,138,18,media/epubs/162.epub,media/bookimages/162.jpg,10,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">Touted by its 1885 publisher as “the most amazing story ever written,”&nbsp;</span><i style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">King Solomon’s Mines</i><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">&nbsp;was one of the bestselling novels of the nineteenth century. H. Rider Haggard’s thrilling saga of elephant hunter Allan Quatermain and his search for fabled treasure is more than just an adventure story, though: As Alexandra Fuller explains in her Introduction, in its vivid portrayal of the alliances and battles of white colonials and African tribesmen,&nbsp;</span><i style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">King Solomon’s Mines</i><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">&nbsp;“brings us the world of extremes, of the absurdly tall tales and of the illogical loyalty between disparate people that still informs this part of the world.”</span><br></p>",7,bookActive,,0,0.0,2000-05-01,H. Rider Haggard,None,"Fiction, Literature & Novels",3month,"[16, 22, 88]","[16, 22, 88]","[16, 22, 88]","['Adventure stories', 'Detective and mystery stories', 'Treasure']"
189,Allan Quatermain ,0.0,273,138,18,media/epubs/163.epub,media/bookimages/163.jpg,10,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">Allan Quatermain is the protagonist of H. Rider Haggard's 1885 novel King Solomon's Mines and its various prequels and sequels. Allan Quatermain was also the title of a book in this sequence. H. Rider Haggard's Quatermain, adventure hero of King Solomon's Mines and sequel Allan Quatermain, was a template for the American film character Indiana Jones,</span><br></p>",6,bookActive,,0,0.0,2004-11-18,H. Rider Haggard,None,"Fiction, Literature & Novels",3month,"[16, 85]","[16, 85]","[16, 85]","['Adventure stories', 'Action']"
190,Hunter Quatermain's Story ,0.0,26,138,18,media/epubs/164.epub,media/bookimages/164.jpg,10,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">An inspiration for the popular Indiana Jones series, Henry Rider Haggard's Allan Quatermain is one of the most beloved character to emerge from the action-adventure fiction of the nineteenth century. This early short story focuses on Allan Quatermain's exploits as a big game hunter in Africa, a skill that would provide much of the explorer's income throughout his life.</span><br></p>",8,bookActive,,0,0.0,2006-04-04,H. Rider Haggard,None,"Fiction, Literature & Novels",3month,"[16, 52, 2, 85]","[16, 52, 2, 85]","[16, 52, 2, 85]","['Adventure stories', 'Short Story', 'Forest', 'Action']"
191,She and Allan,0.0,298,138,18,media/epubs/165.epub,media/bookimages/165.jpg,10,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">She and Allan is a novel by H. Rider Haggard, first published in 1921. It brought together his two most popular characters, Ayesha from She, and Allan Quatermain from King Solomon's Mines.</span><br></p>",7,bookActive,,0,0.0,2006-04-22,H. Rider Haggard,None,"Fiction, Literature & Novels",3month,"[16, 18, 85]","[16, 18, 85]","[16, 18, 85]","['Adventure stories', 'Fantasy fiction', 'Action']"
192,Allan and the Holy Flower,0.0,392,138,18,media/epubs/166.epub,media/bookimages/166.jpg,10,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><span style=""color: rgb(24, 24, 24); font-family: Merriweather, Georgia, serif;"">Brother John, who has been living in Africa for many years, gives Allan Quatermain the largest orchid he has ever seen. Later, in England, he has a meeting with Mr. Somers, an orchid collector who is prepaired to finance an expedition to search for the plant. Join Allan as he sets out to find this rare orchid ... and finds something more.</span><br></p>",6,bookActive,,0,0.0,2004-02-10,H. Rider Haggard,None,"Fiction, Literature & Novels",3month,"[16, 2]","[16, 2]","[16, 2]","['Adventure stories', 'Forest']"
193,Allan's Wife,0.0,86,138,18,media/epubs/167.epub,media/bookimages/167.jpg,10,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">Allan's Wife and Other Tales is a collection of Allan Quatermain stories by H. Rider Haggard, first published in London by Spencer Blackett in December 1889. The title story was new, with its first publication intended for the collection, but two unauthorized editions appeared earlier in New York, based on pirated galley proofs. The other three stories first appeared in an anthology and periodicals in 1885, 1887, and 1886. The significance of the collection was recognized by its republication (as Allan's Wife, With Hunter Quartermain's Story, a Tale of Three Lions, and Long Odds) by the Newcastle Publishing Company as the twenty-fourth volume of the celebrated Newcastle Forgotten Fantasy Library series in October, 1980. Contents Allan's Wife - the story of Quartermain's early life, and his marriage to childhood sweetheart, Stella, mother of his son Harry. Hunter Quatermain's Story A Tale of Three Lions Long Odds.... Sir Henry Rider Haggard, KBE, Kt ( 22 June 1856 – 14 May 1925), known as H. Rider Haggard, was an English writer of adventure novels set in exotic locations, predominantly Africa, and a pioneer of the Lost World literary genre.He was also involved in agricultural reform throughout the British Empire. His stories, situated at the lighter end of Victorian literature, continue to be popular and influential. Early years: Henry Rider Haggard, generally known as H. Rider Haggard or Rider Haggard, was born at Bradenham, Norfolk, the eighth of ten children, to Sir William Meybohm Rider Haggard, a barrister, and Ella Doveton, an author and poet. His father was born in Saint Petersburg, Russia, to British parents. Haggard was initially sent to Garsington Rectory in Oxfordshire to study under Reverend H. J. Graham, but unlike his elder brothers who graduated from various private schools, he attended Ipswich Grammar School. This was because his father, who perhaps regarded him as somebody who was not going to amount to much, could no longer afford to maintain his expensive private education. After failing his army entrance exam, he was sent to a private crammer in London to prepare for the entrance exam for the British Foreign Office, for which he never sat. During his two years in London he came into contact with people interested in the study of psychical phenomena. In 1875, Haggard's father sent him to what is now South Africa to take up an unpaid position as assistant to the secretary to Sir Henry Bulwer, Lieutenant-Governor of the Colony of Natal.[8] In 1876 he was transferred to the staff of Sir Theophilus Shepstone, Special Commissioner for the Transvaal. It was in this role that Haggard was present in Pretoria in April 1877 for the official announcement of the British annexation of the Boer Republic of the Transvaal. Indeed, Haggard raised the Union flag and read out much of the proclamation following the loss of voice of the official originally entrusted with the duty. South Africa, 1875–1882: At about that time, Haggard fell in love with Mary Elizabeth ""Lilly"" Jackson, whom he intended to marry once he obtained paid employment in Africa. In 1878 he became Registrar of the High Court in the Transvaal, and wrote to his father informing him that he intended to return to England and marry her. His father forbade it until Haggard had made a career for himself, and by 1879 Jackson had married Frank Archer, a well-to-do banker. When Haggard eventually returned to England, he married a friend of his sister, Marianna Louisa Margitson (1859–1943) in 1880, and the couple travelled to Africa together. They had a son named Jack (who died of measles at age 10) and three daughters, Angela, Dorothy and Lilias. Lilias Rider Haggard became an author, edited The Rabbit Skin Cap and I Walked By Night, and wrote a biography of her father entitled The Cloak That I Left (published in 1951).</span><br></p>",6,bookActive,,0,0.0,2006-03-28,H. Rider Haggard,None,"Fiction, Literature & Novels",3month,"[5, 16, 80]","[5, 16, 80]","[5, 16, 80]","['Young women -- Fiction', 'Adventure stories', 'History']"
